State,Year,Month,TelehealthType,ServiceType,ServiceCount,RatePer1000Beneficiaries,DataQuality
Nebraska,2019,01,Other telehealth,All,0,0.0,
Nevada,2019,01,Live audio/video,All,2497,3.6,
Nevada,2019,01,Remote patient monitoring,All,74,0.1,
Nevada,2019,01,Store and forward,All,0,0.0,
New Hampshire,2019,01,Live audio/video,All,229,1.1,
New Hampshire,2019,01,Other telehealth,All,0,0.0,
New Hampshire,2019,01,Remote patient monitoring,All,0,0.0,
New Hampshire,2019,01,Store and forward,All,0,0.0,
New Jersey,2019,01,Live audio/video,All,329,0.2,
New Jersey,2019,01,Remote patient monitoring,All,63,0.0,
New Jersey,2019,01,Store and forward,All,12,0.0,
New Mexico,2019,01,Live audio/video,All,2416,2.9,
New Mexico,2019,01,Remote patient monitoring,All,13,0.0,
New Mexico,2019,01,Store and forward,All,33,0.0,
New York,2019,01,Live audio/video,All,2132,0.3,
New York,2019,01,Other telehealth,All,109,0.0,
New York,2019,01,Remote patient monitoring,All,498,0.1,
New York,2019,01,Store and forward,All,85,0.0,
North Carolina,2019,01,Live audio/video,All,5658,2.5,
North Carolina,2019,01,Remote patient monitoring,All,13,0.0,
North Carolina,2019,01,Store and forward,All,0,0.0,
North Dakota,2019,01,Live audio/video,All,1220,12.8,
North Dakota,2019,01,Other telehealth,All,0,0.0,
North Dakota,2019,01,Store and forward,All,0,0.0,
Ohio,2019,01,Live audio/video,All,7356,2.6,
Ohio,2019,01,Remote patient monitoring,All,25,0.0,
Oklahoma,2019,01,Live audio/video,All,2705,3.2,
Oklahoma,2019,01,Other telehealth,All,113,0.1,
Oklahoma,2019,01,Store and forward,All,0,0.0,
Oregon,2019,01,Live audio/video,All,5483,5.0,
Pennsylvania,2019,01,Live audio/video,All,4612,1.5,
Pennsylvania,2019,01,Other telehealth,All,12,0.0,
Pennsylvania,2019,01,Remote patient monitoring,All,26,0.0,
Pennsylvania,2019,01,Store and forward,All,16,0.0,
Puerto Rico,2019,01,Live audio/video,All,184,0.1,
Puerto Rico,2019,01,Other telehealth,All,0,0.0,
Puerto Rico,2019,01,Remote patient monitoring,All,761,0.6,
Puerto Rico,2019,01,Store and forward,All,0,0.0,
Rhode Island,2019,01,Live audio/video,All,20,0.1,Unusable
Rhode Island,2019,01,Other telehealth,All,0,0.0,Unusable
Rhode Island,2019,01,Store and forward,All,0,0.0,Unusable
South Carolina,2019,01,Live audio/video,All,1932,1.5,
South Carolina,2019,01,Other telehealth,All,0,0.0,
South Carolina,2019,01,Remote patient monitoring,All,0,0.0,
South Carolina,2019,01,Store and forward,All,0,0.0,
South Dakota,2019,01,Live audio/video,All,322,2.6,
South Dakota,2019,01,Other telehealth,All,14,0.1,
South Dakota,2019,01,Remote patient monitoring,All,0,0.0,
South Dakota,2019,01,Store and forward,All,0,0.0,
Tennessee,2019,01,Live audio/video,All,3512,2.1,
Tennessee,2019,01,Remote patient monitoring,All,27,0.0,
Tennessee,2019,01,Store and forward,All,0,0.0,
Texas,2019,01,Live audio/video,All,15253,3.2,
Texas,2019,01,Other telehealth,All,411,0.1,
Texas,2019,01,Remote patient monitoring,All,192,0.0,
Utah,2019,01,Live audio/video,All,178,0.6,Unusable
Utah,2019,01,Other telehealth,All,0,0.0,Unusable
Utah,2019,01,Remote patient monitoring,All,0,0.0,Unusable
Utah,2019,01,Store and forward,All,0,0.0,Unusable
Vermont,2019,01,Live audio/video,All,183,1.1,
Vermont,2019,01,Other telehealth,All,143,0.8,
Vermont,2019,01,Remote patient monitoring,All,0,0.0,
Vermont,2019,01,Store and forward,All,0,0.0,
Virgin Islands,2019,01,Live audio/video,All,0,0.0,
Virgin Islands,2019,01,Other telehealth,All,0,0.0,
Virgin Islands,2019,01,Remote patient monitoring,All,0,0.0,
Virgin Islands,2019,01,Store and forward,All,0,0.0,
Virginia,2019,01,Live audio/video,All,2826,2.0,
Washington,2019,01,Live audio/video,All,9400,5.1,
Washington,2019,01,Remote patient monitoring,All,39,0.0,
West Virginia,2019,01,Live audio/video,All,932,1.7,
West Virginia,2019,01,Other telehealth,All,0,0.0,
West Virginia,2019,01,Remote patient monitoring,All,25,0.0,
West Virginia,2019,01,Store and forward,All,0,0.0,
Wisconsin,2019,01,Live audio/video,All,3496,3.1,
Wisconsin,2019,01,Store and forward,All,0,0.0,
Wyoming,2019,01,Live audio/video,All,491,7.3,
Wyoming,2019,01,Other telehealth,All,0,0.0,
Wyoming,2019,01,Store and forward,All,0,0.0,
Alabama,2019,02,Live audio/video,All,2254,1.7,
Alabama,2019,02,Other telehealth,All,0,0.0,
Alabama,2019,02,Remote patient monitoring,All,11,0.0,
Alaska,2019,02,Live audio/video,All,1119,5.0,
Alaska,2019,02,Other telehealth,All,0,0.0,
Alaska,2019,02,Remote patient monitoring,All,0,0.0,
Alaska,2019,02,Store and forward,All,431,1.9,
Arizona,2019,02,Live audio/video,All,95366,49.1,
Arizona,2019,02,Remote patient monitoring,All,0,0.0,
Arkansas,2019,02,Live audio/video,All,3583,3.8,
Arkansas,2019,02,Other telehealth,All,0,0.0,
Arkansas,2019,02,Store and forward,All,0,0.0,
California,2019,02,Live audio/video,All,35592,2.5,
California,2019,02,Other telehealth,All,162,0.0,
California,2019,02,Remote patient monitoring,All,197,0.0,
California,2019,02,Store and forward,All,1200,0.1,
Colorado,2019,02,Live audio/video,All,1690,1.2,
Colorado,2019,02,Store and forward,All,0,0.0,
Connecticut,2019,02,Live audio/video,All,45,0.0,
Connecticut,2019,02,Store and forward,All,14,0.0,
Delaware,2019,02,Live audio/video,All,1853,7.4,
Delaware,2019,02,Other telehealth,All,0,0.0,
Delaware,2019,02,Store and forward,All,0,0.0,
District of Columbia,2019,02,Live audio/video,All,656,2.5,
District of Columbia,2019,02,Other telehealth,All,0,0.0,
District of Columbia,2019,02,Remote patient monitoring,All,0,0.0,
Florida,2019,02,Live audio/video,All,5629,1.2,
Florida,2019,02,Remote patient monitoring,All,22,0.0,
Florida,2019,02,Store and forward,All,14,0.0,
Georgia,2019,02,Live audio/video,All,5976,2.8,
Georgia,2019,02,Other telehealth,All,251,0.1,
Georgia,2019,02,Store and forward,All,0,0.0,
Hawaii,2019,02,Live audio/video,All,868,2.5,
Hawaii,2019,02,Remote patient monitoring,All,0,0.0,
Hawaii,2019,02,Store and forward,All,15,0.0,
Idaho,2019,02,Live audio/video,All,536,1.8,
Idaho,2019,02,Remote patient monitoring,All,0,0.0,
Illinois,2019,02,Live audio/video,All,1080,0.4,
Illinois,2019,02,Other telehealth,All,11,0.0,
Illinois,2019,02,Store and forward,All,0,0.0,
Indiana,2019,02,Live audio/video,All,2747,1.9,
Iowa,2019,02,Live audio/video,All,5037,7.2,
Iowa,2019,02,Store and forward,All,0,0.0,
Kansas,2019,02,Live audio/video,All,3765,8.9,
Kansas,2019,02,Remote patient monitoring,All,0,0.0,
Kansas,2019,02,Store and forward,All,0,0.0,
Kentucky,2019,02,Live audio/video,All,4792,3.0,
Kentucky,2019,02,Other telehealth,All,33,0.0,
Kentucky,2019,02,Store and forward,All,0,0.0,
Louisiana,2019,02,Live audio/video,All,5204,3.1,
Louisiana,2019,02,Store and forward,All,0,0.0,
Maine,2019,02,Live audio/video,All,3963,13.9,
Maine,2019,02,Store and forward,All,0,0.0,
Maryland,2019,02,Live audio/video,All,3476,2.5,
Maryland,2019,02,Remote patient monitoring,All,51,0.0,
Massachusetts,2019,02,Live audio/video,All,890,0.5,
Massachusetts,2019,02,Remote patient monitoring,All,0,0.0,
Massachusetts,2019,02,Store and forward,All,0,0.0,
Michigan,2019,02,Live audio/video,All,5304,2.1,
Michigan,2019,02,Other telehealth,All,17,0.0,
Minnesota,2019,02,Live audio/video,All,5752,5.3,
Minnesota,2019,02,Other telehealth,All,15,0.0,
Minnesota,2019,02,Remote patient monitoring,All,0,0.0,
Minnesota,2019,02,Store and forward,All,0,0.0,
Mississippi,2019,02,Live audio/video,All,1105,1.5,
Missouri,2019,02,Live audio/video,All,4308,4.3,
Missouri,2019,02,Remote patient monitoring,All,30,0.0,
Missouri,2019,02,Store and forward,All,16,0.0,
Montana,2019,02,Live audio/video,All,2615,8.4,
Montana,2019,02,Other telehealth,All,0,0.0,
Montana,2019,02,Remote patient monitoring,All,0,0.0,
Nebraska,2019,02,Live audio/video,All,590,2.3,
Nebraska,2019,02,Other telehealth,All,0,0.0,
Nebraska,2019,02,Store and forward,All,0,0.0,
Nevada,2019,02,Live audio/video,All,1364,2.0,
Nevada,2019,02,Other telehealth,All,0,0.0,
Nevada,2019,02,Remote patient monitoring,All,88,0.1,
Nevada,2019,02,Store and forward,All,0,0.0,
New Hampshire,2019,02,Live audio/video,All,226,1.1,
New Hampshire,2019,02,Other telehealth,All,0,0.0,
New Hampshire,2019,02,Remote patient monitoring,All,0,0.0,
New Hampshire,2019,02,Store and forward,All,0,0.0,
New Jersey,2019,02,Live audio/video,All,445,0.3,
New Jersey,2019,02,Remote patient monitoring,All,50,0.0,
New Jersey,2019,02,Store and forward,All,0,0.0,
New Mexico,2019,02,Live audio/video,All,2498,3.0,
New Mexico,2019,02,Store and forward,All,43,0.1,
New York,2019,02,Live audio/video,All,2043,0.3,
New York,2019,02,Other telehealth,All,137,0.0,
New York,2019,02,Remote patient monitoring,All,397,0.1,
New York,2019,02,Store and forward,All,69,0.0,
North Carolina,2019,02,Live audio/video,All,5284,2.3,
North Carolina,2019,02,Remote patient monitoring,All,21,0.0,
North Carolina,2019,02,Store and forward,All,0,0.0,
North Dakota,2019,02,Live audio/video,All,1057,11.1,
North Dakota,2019,02,Other telehealth,All,0,0.0,
North Dakota,2019,02,Store and forward,All,0,0.0,
Ohio,2019,02,Live audio/video,All,7154,2.5,
Ohio,2019,02,Remote patient monitoring,All,40,0.0,
Oklahoma,2019,02,Live audio/video,All,2714,3.2,
Oklahoma,2019,02,Other telehealth,All,102,0.1,
Oklahoma,2019,02,Store and forward,All,0,0.0,
Oregon,2019,02,Live audio/video,All,5557,5.0,
Pennsylvania,2019,02,Live audio/video,All,4289,1.4,
Pennsylvania,2019,02,Other telehealth,All,19,0.0,
Pennsylvania,2019,02,Remote patient monitoring,All,17,0.0,
Pennsylvania,2019,02,Store and forward,All,13,0.0,
Puerto Rico,2019,02,Live audio/video,All,287,0.2,
Puerto Rico,2019,02,Remote patient monitoring,All,885,0.7,
Puerto Rico,2019,02,Store and forward,All,0,0.0,
Rhode Island,2019,02,Live audio/video,All,19,0.1,
Rhode Island,2019,02,Other telehealth,All,0,0.0,
Rhode Island,2019,02,Remote patient monitoring,All,0,0.0,
Rhode Island,2019,02,Store and forward,All,0,0.0,
South Carolina,2019,02,Live audio/video,All,1813,1.4,
South Carolina,2019,02,Store and forward,All,0,0.0,
South Dakota,2019,02,Live audio/video,All,336,2.7,
South Dakota,2019,02,Other telehealth,All,16,0.1,
South Dakota,2019,02,Remote patient monitoring,All,0,0.0,
South Dakota,2019,02,Store and forward,All,0,0.0,
Tennessee,2019,02,Live audio/video,All,3347,2.0,
Tennessee,2019,02,Other telehealth,All,13,0.0,
Tennessee,2019,02,Remote patient monitoring,All,20,0.0,
Tennessee,2019,02,Store and forward,All,0,0.0,
Texas,2019,02,Live audio/video,All,15263,3.2,
Texas,2019,02,Other telehealth,All,354,0.1,
Texas,2019,02,Remote patient monitoring,All,379,0.1,
Utah,2019,02,Live audio/video,All,191,0.6,Unusable
Utah,2019,02,Remote patient monitoring,All,0,0.0,Unusable
Utah,2019,02,Store and forward,All,0,0.0,Unusable
Vermont,2019,02,Live audio/video,All,134,0.8,
Vermont,2019,02,Other telehealth,All,144,0.8,
Vermont,2019,02,Remote patient monitoring,All,0,0.0,
Vermont,2019,02,Store and forward,All,0,0.0,
Virgin Islands,2019,02,Other telehealth,All,0,0.0,
Virgin Islands,2019,02,Remote patient monitoring,All,0,0.0,
Virgin Islands,2019,02,Store and forward,All,0,0.0,
Virginia,2019,02,Live audio/video,All,2566,1.8,
Washington,2019,02,Live audio/video,All,8813,4.8,
Washington,2019,02,Remote patient monitoring,All,46,0.0,
West Virginia,2019,02,Live audio/video,All,698,1.3,
West Virginia,2019,02,Other telehealth,All,0,0.0,
West Virginia,2019,02,Remote patient monitoring,All,25,0.0,
West Virginia,2019,02,Store and forward,All,0,0.0,
Wisconsin,2019,02,Live audio/video,All,3676,3.2,
Wisconsin,2019,02,Remote patient monitoring,All,0,0.0,
Wisconsin,2019,02,Store and forward,All,0,0.0,
Wyoming,2019,02,Live audio/video,All,443,6.7,
Wyoming,2019,02,Other telehealth,All,0,0.0,
Wyoming,2019,02,Remote patient monitoring,All,0,0.0,
Wyoming,2019,02,Store and forward,All,0,0.0,
Alabama,2019,03,Live audio/video,All,2311,1.8,
Alabama,2019,03,Other telehealth,All,0,0.0,
Alabama,2019,03,Store and forward,All,0,0.0,
Alaska,2019,03,Live audio/video,All,1264,5.6,
Alaska,2019,03,Other telehealth,All,0,0.0,
Alaska,2019,03,Remote patient monitoring,All,0,0.0,
Alaska,2019,03,Store and forward,All,477,2.1,
Arizona,2019,03,Live audio/video,All,104584,53.8,
Arizona,2019,03,Remote patient monitoring,All,0,0.0,
Arkansas,2019,03,Live audio/video,All,3461,3.6,
California,2019,03,Live audio/video,All,39079,2.8,
California,2019,03,Other telehealth,All,192,0.0,
California,2019,03,Remote patient monitoring,All,223,0.0,
California,2019,03,Store and forward,All,1319,0.1,
Colorado,2019,03,Live audio/video,All,1758,1.3,
Colorado,2019,03,Store and forward,All,0,0.0,
Connecticut,2019,03,Live audio/video,All,41,0.0,
Connecticut,2019,03,Remote patient monitoring,All,0,0.0,
Delaware,2019,03,Live audio/video,All,1808,7.3,
Delaware,2019,03,Other telehealth,All,0,0.0,
Delaware,2019,03,Store and forward,All,0,0.0,
District of Columbia,2019,03,Live audio/video,All,840,3.2,
District of Columbia,2019,03,Other telehealth,All,0,0.0,
District of Columbia,2019,03,Remote patient monitoring,All,0,0.0,
Florida,2019,03,Live audio/video,All,6251,1.4,
Florida,2019,03,Remote patient monitoring,All,25,0.0,
Florida,2019,03,Store and forward,All,13,0.0,
Georgia,2019,03,Live audio/video,All,6854,3.2,
Georgia,2019,03,Other telehealth,All,315,0.1,
Georgia,2019,03,Remote patient monitoring,All,15,0.0,
Georgia,2019,03,Store and forward,All,0,0.0,
Hawaii,2019,03,Live audio/video,All,913,2.6,
Hawaii,2019,03,Remote patient monitoring,All,0,0.0,
Hawaii,2019,03,Store and forward,All,13,0.0,
Idaho,2019,03,Live audio/video,All,497,1.7,
Idaho,2019,03,Other telehealth,All,0,0.0,
Idaho,2019,03,Remote patient monitoring,All,0,0.0,
Illinois,2019,03,Live audio/video,All,1031,0.3,
Illinois,2019,03,Other telehealth,All,16,0.0,
Indiana,2019,03,Live audio/video,All,2901,2.0,
Iowa,2019,03,Live audio/video,All,5427,7.8,
Iowa,2019,03,Store and forward,All,0,0.0,
Kansas,2019,03,Live audio/video,All,3503,8.3,
Kansas,2019,03,Remote patient monitoring,All,0,0.0,
Kentucky,2019,03,Live audio/video,All,4823,3.1,
Kentucky,2019,03,Other telehealth,All,62,0.0,
Kentucky,2019,03,Store and forward,All,0,0.0,
Louisiana,2019,03,Live audio/video,All,5450,3.2,
Louisiana,2019,03,Other telehealth,All,0,0.0,
Louisiana,2019,03,Store and forward,All,0,0.0,
Maine,2019,03,Live audio/video,All,4797,16.6,
Maine,2019,03,Store and forward,All,0,0.0,
Maryland,2019,03,Live audio/video,All,4079,2.9,
Maryland,2019,03,Remote patient monitoring,All,38,0.0,
Massachusetts,2019,03,Live audio/video,All,919,0.5,
Massachusetts,2019,03,Other telehealth,All,14,0.0,
Massachusetts,2019,03,Remote patient monitoring,All,0,0.0,
Michigan,2019,03,Live audio/video,All,6103,2.4,
Michigan,2019,03,Other telehealth,All,20,0.0,
Michigan,2019,03,Store and forward,All,0,0.0,
Minnesota,2019,03,Live audio/video,All,6246,5.8,
Minnesota,2019,03,Other telehealth,All,21,0.0,
Minnesota,2019,03,Remote patient monitoring,All,0,0.0,
Minnesota,2019,03,Store and forward,All,0,0.0,
Mississippi,2019,03,Live audio/video,All,1208,1.6,
Mississippi,2019,03,Remote patient monitoring,All,12,0.0,
Missouri,2019,03,Live audio/video,All,4160,4.2,
Missouri,2019,03,Other telehealth,All,12,0.0,
Missouri,2019,03,Remote patient monitoring,All,24,0.0,
Missouri,2019,03,Store and forward,All,30,0.0,
Montana,2019,03,Live audio/video,All,2925,9.5,
Montana,2019,03,Other telehealth,All,0,0.0,
Montana,2019,03,Remote patient monitoring,All,0,0.0,
Nebraska,2019,03,Live audio/video,All,627,2.5,
Nebraska,2019,03,Other telehealth,All,0,0.0,
Nevada,2019,03,Live audio/video,All,1699,2.5,
Nevada,2019,03,Remote patient monitoring,All,98,0.1,
New Hampshire,2019,03,Live audio/video,All,257,1.3,
New Hampshire,2019,03,Remote patient monitoring,All,0,0.0,
New Hampshire,2019,03,Store and forward,All,0,0.0,
New Jersey,2019,03,Live audio/video,All,448,0.3,
New Jersey,2019,03,Remote patient monitoring,All,121,0.1,
New Mexico,2019,03,Live audio/video,All,2610,3.1,
New Mexico,2019,03,Other telehealth,All,11,0.0,
New Mexico,2019,03,Remote patient monitoring,All,16,0.0,
New Mexico,2019,03,Store and forward,All,59,0.1,
New York,2019,03,Live audio/video,All,2350,0.3,
New York,2019,03,Other telehealth,All,140,0.0,
New York,2019,03,Remote patient monitoring,All,484,0.1,
New York,2019,03,Store and forward,All,57,0.0,
North Carolina,2019,03,Live audio/video,All,5430,2.4,
North Carolina,2019,03,Remote patient monitoring,All,31,0.0,
North Dakota,2019,03,Live audio/video,All,513,5.4,
North Dakota,2019,03,Other telehealth,All,0,0.0,
North Dakota,2019,03,Store and forward,All,0,0.0,
Ohio,2019,03,Live audio/video,All,7725,2.7,
Ohio,2019,03,Remote patient monitoring,All,36,0.0,
Oklahoma,2019,03,Live audio/video,All,2594,3.1,
Oklahoma,2019,03,Other telehealth,All,96,0.1,
Oklahoma,2019,03,Store and forward,All,0,0.0,
Oregon,2019,03,Live audio/video,All,5934,5.4,
Pennsylvania,2019,03,Live audio/video,All,4685,1.6,
Pennsylvania,2019,03,Other telehealth,All,13,0.0,
Pennsylvania,2019,03,Remote patient monitoring,All,31,0.0,
Pennsylvania,2019,03,Store and forward,All,12,0.0,
Puerto Rico,2019,03,Live audio/video,All,409,0.3,
Puerto Rico,2019,03,Remote patient monitoring,All,832,0.6,
Puerto Rico,2019,03,Store and forward,All,0,0.0,
Rhode Island,2019,03,Live audio/video,All,38,0.1,
Rhode Island,2019,03,Other telehealth,All,0,0.0,
Rhode Island,2019,03,Store and forward,All,0,0.0,
South Carolina,2019,03,Live audio/video,All,2029,1.6,
South Carolina,2019,03,Other telehealth,All,0,0.0,
South Carolina,2019,03,Remote patient monitoring,All,0,0.0,
South Carolina,2019,03,Store and forward,All,0,0.0,
South Dakota,2019,03,Live audio/video,All,369,3.0,
South Dakota,2019,03,Other telehealth,All,16,0.1,
South Dakota,2019,03,Remote patient monitoring,All,0,0.0,
South Dakota,2019,03,Store and forward,All,0,0.0,
Tennessee,2019,03,Live audio/video,All,3485,2.0,
Tennessee,2019,03,Other telehealth,All,17,0.0,
Tennessee,2019,03,Remote patient monitoring,All,27,0.0,
Texas,2019,03,Live audio/video,All,15094,3.2,
Texas,2019,03,Other telehealth,All,358,0.1,
Texas,2019,03,Remote patient monitoring,All,153,0.0,
Texas,2019,03,Store and forward,All,23,0.0,
Utah,2019,03,Live audio/video,All,175,0.6,Unusable
Utah,2019,03,Other telehealth,All,0,0.0,Unusable
Utah,2019,03,Remote patient monitoring,All,0,0.0,Unusable
Utah,2019,03,Store and forward,All,0,0.0,Unusable
Vermont,2019,03,Live audio/video,All,139,0.8,
Vermont,2019,03,Other telehealth,All,154,0.9,
Vermont,2019,03,Remote patient monitoring,All,0,0.0,
Vermont,2019,03,Store and forward,All,0,0.0,
Virgin Islands,2019,03,Live audio/video,All,0,0.0,
Virgin Islands,2019,03,Other telehealth,All,0,0.0,
Virgin Islands,2019,03,Remote patient monitoring,All,0,0.0,
Virgin Islands,2019,03,Store and forward,All,0,0.0,
Virginia,2019,03,Live audio/video,All,3191,2.2,
Washington,2019,03,Live audio/video,All,9649,5.3,
Washington,2019,03,Remote patient monitoring,All,43,0.0,
Washington,2019,03,Store and forward,All,15,0.0,
West Virginia,2019,03,Live audio/video,All,807,1.5,
West Virginia,2019,03,Remote patient monitoring,All,22,0.0,
West Virginia,2019,03,Store and forward,All,0,0.0,
Wisconsin,2019,03,Live audio/video,All,3763,3.3,
Wisconsin,2019,03,Other telehealth,All,14,0.0,
Wisconsin,2019,03,Remote patient monitoring,All,0,0.0,
Wisconsin,2019,03,Store and forward,All,0,0.0,
Wyoming,2019,03,Live audio/video,All,436,6.6,
Wyoming,2019,03,Other telehealth,All,0,0.0,
Wyoming,2019,03,Store and forward,All,0,0.0,
Alabama,2019,04,Live audio/video,All,2671,2.0,
Alabama,2019,04,Remote patient monitoring,All,14,0.0,
Alaska,2019,04,Live audio/video,All,1426,6.3,
Alaska,2019,04,Other telehealth,All,0,0.0,
Alaska,2019,04,Store and forward,All,539,2.4,
Arizona,2019,04,Live audio/video,All,114275,58.8,
Arizona,2019,04,Other telehealth,All,0,0.0,
Arizona,2019,04,Store and forward,All,16,0.0,
Arkansas,2019,04,Live audio/video,All,3955,4.1,
Arkansas,2019,04,Remote patient monitoring,All,15,0.0,
Arkansas,2019,04,Store and forward,All,0,0.0,
California,2019,04,Live audio/video,All,39421,2.8,
California,2019,04,Other telehealth,All,170,0.0,
California,2019,04,Remote patient monitoring,All,222,0.0,
California,2019,04,Store and forward,All,1362,0.1,
Colorado,2019,04,Live audio/video,All,2020,1.5,
Connecticut,2019,04,Live audio/video,All,36,0.0,
Delaware,2019,04,Live audio/video,All,1682,6.8,
Delaware,2019,04,Other telehealth,All,0,0.0,
Delaware,2019,04,Remote patient monitoring,All,0,0.0,
District of Columbia,2019,04,Live audio/video,All,1023,3.8,
District of Columbia,2019,04,Other telehealth,All,0,0.0,
District of Columbia,2019,04,Remote patient monitoring,All,0,0.0,
District of Columbia,2019,04,Store and forward,All,12,0.0,
Florida,2019,04,Live audio/video,All,6696,1.5,
Florida,2019,04,Other telehealth,All,11,0.0,
Florida,2019,04,Remote patient monitoring,All,133,0.0,
Georgia,2019,04,Live audio/video,All,6771,3.1,
Georgia,2019,04,Other telehealth,All,287,0.1,
Georgia,2019,04,Remote patient monitoring,All,35,0.0,
Georgia,2019,04,Store and forward,All,0,0.0,
Hawaii,2019,04,Live audio/video,All,941,2.7,
Hawaii,2019,04,Remote patient monitoring,All,0,0.0,
Hawaii,2019,04,Store and forward,All,11,0.0,
Idaho,2019,04,Live audio/video,All,643,2.1,
Idaho,2019,04,Remote patient monitoring,All,0,0.0,
Illinois,2019,04,Live audio/video,All,1212,0.4,
Indiana,2019,04,Live audio/video,All,3294,2.2,
Iowa,2019,04,Live audio/video,All,6000,8.6,
Iowa,2019,04,Store and forward,All,0,0.0,
Kansas,2019,04,Live audio/video,All,4305,10.3,
Kansas,2019,04,Remote patient monitoring,All,0,0.0,
Kentucky,2019,04,Live audio/video,All,5103,3.2,
Kentucky,2019,04,Other telehealth,All,57,0.0,
Louisiana,2019,04,Live audio/video,All,5541,3.3,
Louisiana,2019,04,Other telehealth,All,0,0.0,
Louisiana,2019,04,Remote patient monitoring,All,0,0.0,
Maine,2019,04,Live audio/video,All,3574,12.2,
Maine,2019,04,Store and forward,All,0,0.0,
Maryland,2019,04,Live audio/video,All,4538,3.2,
Maryland,2019,04,Other telehealth,All,11,0.0,
Maryland,2019,04,Remote patient monitoring,All,38,0.0,
Massachusetts,2019,04,Live audio/video,All,1004,0.5,
Massachusetts,2019,04,Other telehealth,All,36,0.0,
Massachusetts,2019,04,Remote patient monitoring,All,0,0.0,
Michigan,2019,04,Live audio/video,All,6323,2.5,
